source_id,orig_index,batch_id,teff,logg,mh,alpha,error
1.0127644939675813e+18,0,0,4371.0322265625,4.4257001876831055,-0.2671999931335449,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.5897629074572974e+18,1,0,5425.384765625,4.590000152587891,-0.6583999991416931,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.9581509110929208e+18,2,0,5051.27587890625,4.353400230407715,-1.5256999731063843,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.229421732702064e+18,3,0,6906.98828125,4.184599876403809,-0.628000020980835,0.0,name 'generate_ispec_spectrum_from_params' is not defined
9.738663538575898e+16,4,0,5289.0302734375,4.587500095367432,-0.4661000072956085,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.537260489983199e+18,5,0,5613.07763671875,4.06850004196167,-0.48260000348091125,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.2441454103563013e+18,6,0,5761.01171875,4.68120002746582,-1.5383000373840332,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.5078400527405107e+17,7,0,4808.3056640625,4.849599838256836,-2.249000072479248,0.0,name 'generate_ispec_spectrum_from_params' is not defined
8.859746198484143e+17,8,0,5146.78662109375,4.63070011138916,-0.034699998795986176,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.418749563436893e+18,9,0,4660.68115234375,4.51669979095459,-0.5544999837875366,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.449817810670336e+18,10,0,5407.00341796875,4.393700122833252,-0.9957000017166138,0.0,name 'generate_ispec_spectrum_from_params' is not defined
6.887923547487919e+18,11,0,5240.16064453125,4.581500053405762,-0.37540000677108765,0.0,name 'generate_ispec_spectrum_from_params' is not defined
6.899549508562946e+18,12,0,5247.17626953125,4.382299900054932,-1.0399999618530273,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.2372808686964116e+18,13,0,5022.88232421875,4.781000137329102,-1.7730000019073486,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.8608810000407022e+18,14,0,5521.83056640625,4.541600227355957,-0.4580000042915344,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.298825928981707e+18,15,0,5046.453125,4.39900016784668,-0.45080000162124634,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.0544697862412275e+17,16,0,5136.51513671875,4.405900001525879,-0.3018999993801117,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.787951080955344e+18,17,0,5607.9033203125,4.5289998054504395,-0.4875999987125397,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.712905681518514e+18,18,0,5736.62890625,4.17519998550415,-0.16529999673366547,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.7905997687833354e+18,19,0,4250.37060546875,4.676400184631348,-0.013199999928474426,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.370939671130857e+18,20,0,4618.9541015625,4.319200038909912,-1.080199956893921,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.0518065556389135e+18,21,0,4614.9921875,4.812399864196777,-1.3288999795913696,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.5926907694827791e+18,22,0,5587.2744140625,4.3572998046875,-0.9865000247955322,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.9084467320440714e+18,23,0,4184.4697265625,4.672699928283691,0.007899999618530273,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.421449358611366e+16,24,0,5712.57763671875,4.145400047302246,-0.17470000684261322,0.0,name 'generate_ispec_spectrum_from_params' is not defined
7.926662792478838e+17,25,0,4214.55126953125,4.664700031280518,-0.030500000342726707,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.1611451716599767e+18,26,0,4678.61572265625,4.5644001960754395,0.022600000724196434,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.6717521868431165e+18,27,0,3685.62109375,4.501999855041504,-0.7009999752044678,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.7420189513176566e+18,28,0,4640.8837890625,4.486199855804443,-0.6482999920845032,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.848939722609424e+18,29,0,3432.936279296875,4.8206000328063965,0.01600000075995922,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.883582821444773e+18,30,0,3373.994384765625,4.132299900054932,-0.9142000079154968,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.3333307168190735e+18,31,0,4561.70556640625,4.6371002197265625,-0.07360000163316727,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.736578358652856e+18,32,0,5058.2744140625,4.426700115203857,-0.8327999711036682,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.051637776299615e+18,33,0,5123.267578125,3.7911999225616455,-0.10209999978542328,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.303535485189882e+18,34,0,5342.166015625,4.340000152587891,-1.1145000457763672,0.0,name 'generate_ispec_spectrum_from_params' is not defined
5.05961685941264e+17,35,0,6447.12353515625,4.261099815368652,-0.5960000157356262,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.943128180644567e+18,36,0,5960.21435546875,3.6596999168395996,-0.4683000147342682,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.9775724783375155e+18,37,0,6158.8349609375,4.4359002113342285,-1.0128999948501587,0.0,name 'generate_ispec_spectrum_from_params' is not defined
6.916012491868962e+18,38,0,4848.1064453125,4.384300231933594,-0.010700000450015068,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.884859046531048e+18,39,0,5359.02685546875,4.255199909210205,-1.5950000286102295,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.092284850057658e+18,40,0,5156.86376953125,4.166299819946289,-0.5566999912261963,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.371915796936312e+18,41,0,5313.78857421875,4.719600200653076,-1.3009999990463257,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.24642465220492e+18,42,0,5550.201171875,4.627999782562256,-0.7516000270843506,0.0,name 'generate_ispec_spectrum_from_params' is not defined
8.29445978296753e+17,43,0,5616.81982421875,4.486800193786621,-0.5641999840736389,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.9433999661735273e+18,44,0,5607.50634765625,4.460000038146973,-0.27489998936653137,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.992480481611926e+18,45,0,3781.572998046875,4.679299831390381,-0.14630000293254852,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.896392816130122e+18,46,0,4941.0693359375,4.48829984664917,-0.5558000206947327,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.95713939475443e+18,47,0,5453.7509765625,4.26039981842041,-0.1363999992609024,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.840422989954867e+18,48,0,4580.9033203125,4.624599933624268,-0.10760000348091125,0.0,name 'generate_ispec_spectrum_from_params' is not defined
7.66708046667199e+17,49,0,5383.21435546875,4.635900020599365,-0.7731000185012817,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.3262690376462725e+18,50,0,5527.30810546875,4.538300037384033,-0.5041000247001648,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.6667964817781576e+18,51,0,3543.344970703125,4.8119001388549805,-0.13930000364780426,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.817194382374392e+18,52,0,5835.63671875,4.5970001220703125,-1.4448000192642212,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.259069993699792e+18,53,0,4695.23486328125,2.501499891281128,-0.06620000302791595,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.049945116815617e+18,54,0,5035.9560546875,4.6616997718811035,-0.5142999887466431,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.4996702990673546e+18,55,0,4435.24462890625,4.517899990081787,-0.33320000767707825,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.780126940517566e+18,56,0,5085.40185546875,4.533400058746338,-1.509600043296814,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.1186082965976095e+18,57,0,4785.4111328125,4.902400016784668,-2.309299945831299,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.6370352102753756e+18,58,0,4759.494140625,4.66949987411499,-0.3587000072002411,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.651957262396419e+18,59,0,5246.787109375,4.67519998550415,-0.7458000183105469,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.8449121041429453e+18,60,0,5481.27490234375,4.167300224304199,0.2160000056028366,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.3812246530504492e+18,61,0,5711.61181640625,4.647200107574463,-0.6115000247955322,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.3845522779143537e+18,62,0,5120.38818359375,4.6596999168396,-0.8319000005722046,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.0517829161384937e+18,63,0,5280.068359375,4.3445000648498535,-0.4122999906539917,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.9763374162108685e+17,64,0,6000.32666015625,4.5954999923706055,-1.0850000381469727,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.4204102166719816e+18,65,0,4486.11328125,4.557400226593018,0.0494999997317791,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.091071513214573e+17,66,0,3923.42724609375,4.347300052642822,-0.0020000000949949026,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.8000016253172695e+18,67,0,6153.265625,4.2480998039245605,-0.6675000190734863,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.8809953927348675e+18,68,0,5482.80078125,4.674699783325195,-1.2554999589920044,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.076074616986217e+18,69,0,6206.93505859375,4.284900188446045,-0.3197000026702881,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.4134877287966566e+18,70,0,7068.396484375,4.232900142669678,-0.5735999941825867,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.372534577165747e+18,71,0,4798.93310546875,4.796199798583984,-1.4215999841690063,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.5245994791366856e+18,72,0,4935.92919921875,2.565200090408325,-0.6333000063896179,0.0,name 'generate_ispec_spectrum_from_params' is not defined
8.638338229192696e+17,73,0,5192.73779296875,4.638299942016602,-0.3172000050544739,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.017331987019237e+18,74,0,8384.0947265625,4.013500213623047,-1.2725000381469727,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.9074718775466808e+18,75,0,5598.51220703125,4.604499816894531,-1.080399990081787,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.8211274542406784e+18,76,0,5170.2548828125,4.42110013961792,-0.3617999851703644,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.8269257975289595e+18,77,0,6057.45849609375,4.076900005340576,-0.31779998540878296,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.861835841466082e+18,78,0,5006.97216796875,4.385300159454346,-0.28940001130104065,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.016494349620782e+18,79,0,3670.8359375,4.818699836730957,-0.3343000113964081,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.604171628061696e+16,80,0,4241.89697265625,4.542200088500977,0.13779999315738678,0.0,name 'generate_ispec_spectrum_from_params' is not defined
7.352165905381704e+17,81,0,5594.94189453125,4.640900135040283,-0.9358000159263611,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.0369332399928607e+18,82,0,4978.25634765625,4.517499923706055,-0.34119999408721924,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.167747429746572e+18,83,0,4306.31884765625,4.571499824523926,-0.03460000082850456,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.3836151504105247e+18,84,0,5150.02587890625,4.441400051116943,-0.7919999957084656,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.473479713216853e+18,85,0,4470.2763671875,4.344799995422363,-0.8730999827384949,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.3008378334088694e+18,86,0,5509.1953125,4.673900127410889,-1.298799991607666,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.547714318637291e+18,87,0,5361.1337890625,4.41349983215332,-0.0794999971985817,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.289683559837172e+18,88,0,4979.50830078125,4.750400066375732,-1.3802000284194946,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.6931739188606925e+18,89,0,4830.01806640625,4.697700023651123,-0.8138999938964844,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.502050309434534e+18,90,0,7157.51953125,4.347599983215332,-3.9038000106811523,0.0,name 'generate_ispec_spectrum_from_params' is not defined
8.931595847391025e+17,91,0,5814.048828125,4.507800102233887,-0.5127000212669373,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.075609862869394e+18,92,0,4237.7890625,4.633900165557861,0.1842000037431717,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.23607536157433e+18,93,0,4720.9521484375,4.346399784088135,0.039000000804662704,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.411452100467371e+18,94,0,4312.39404296875,4.503600120544434,-0.15710000693798065,0.0,name 'generate_ispec_spectrum_from_params' is not defined
6.876859638718024e+18,95,0,4839.77001953125,2.9365999698638916,-0.13349999487400055,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.5256726024870415e+18,96,0,5865.03662109375,4.030900001525879,-0.7565000057220459,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.525936691432583e+18,97,0,6239.876953125,4.342899799346924,-0.3919000029563904,0.0,name 'generate_ispec_spectrum_from_params' is not defined
8.119763190685106e+17,98,0,6580.42919921875,4.2540998458862305,-0.476500004529953,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.1224188903691366e+17,99,0,5108.923828125,4.401299953460693,-1.0476000308990479,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.4503269616952481e+18,100,1,6275.29833984375,4.415900230407715,-1.9193999767303467,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.0845820538496276e+18,101,1,5792.20068359375,4.422800064086914,-0.14820000529289246,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.168732867042246e+18,102,1,4720.28857421875,4.424900054931641,-0.9711999893188477,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.3449804161770373e+18,103,1,5715.5576171875,4.462600231170654,-0.265500009059906,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.571035497298711e+18,104,1,4878.84521484375,4.786600112915039,-1.433500051498413,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.577991523258804e+18,105,1,4603.86572265625,4.484300136566162,-0.1396999955177307,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.752688265584742e+18,106,1,5271.064453125,4.617099761962891,-0.6353999972343445,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.7491113711340787e+17,107,1,10407.6591796875,3.6338000297546387,-0.7304999828338623,0.0,name 'generate_ispec_spectrum_from_params' is not defined
9.750390474278222e+17,108,1,4601.78369140625,4.570499897003174,0.09920000284910202,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.9613905190253225e+18,109,1,4700.142578125,4.360199928283691,-1.2030999660491943,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.2276683853167506e+18,110,1,5047.08203125,4.641600131988525,-0.5401999950408936,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.237754175414938e+18,111,1,5649.18505859375,4.5416998863220215,-0.6015999913215637,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.7424548003099366e+17,112,1,6781.58203125,4.178899765014648,-0.4058000147342682,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.892540681438427e+18,113,1,5224.59228515625,4.667500019073486,-0.44780001044273376,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.206847039689643e+18,114,1,5191.8740234375,4.584199905395508,-0.3483999967575073,0.0,name 'generate_ispec_spectrum_from_params' is not defined
6.880789366294945e+18,115,1,3797.508544921875,4.550899982452393,-0.7609000205993652,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.8043397484464077e+18,116,1,5459.69091796875,4.313499927520752,-0.2741999924182892,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.1032847279726075e+18,117,1,5769.99755859375,4.286600112915039,-0.19339999556541443,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.24542958988613e+18,118,1,4609.28759765625,4.402500152587891,-0.7203999757766724,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.6227560746167916e+18,119,1,4260.89306640625,4.509500026702881,0.03269999846816063,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.785725736830088e+17,120,1,5166.1806640625,4.166399955749512,-0.5120999813079834,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.58434363517295e+18,121,1,5500.86328125,4.247000217437744,-0.5400999784469604,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.8245943518416896e+18,122,1,4498.64697265625,1.813599944114685,-0.3700000047683716,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.9333208991909806e+18,123,1,5405.56982421875,4.704699993133545,-1.1049000024795532,0.0,name 'generate_ispec_spectrum_from_params' is not defined
6.782912013754341e+17,124,1,5605.56396484375,4.460299968719482,-0.3197999894618988,0.0,name 'generate_ispec_spectrum_from_params' is not defined
8.824033030019383e+17,125,1,5970.73974609375,4.268599987030029,-0.49619999527931213,0.0,name 'generate_ispec_spectrum_from_params' is not defined
9.024648547244772e+17,126,1,5382.271484375,4.6545000076293945,-0.5737000107765198,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.084508283490126e+18,127,1,5372.55322265625,4.656199932098389,-0.6583999991416931,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.0873315544736046e+18,128,1,5578.70166015625,4.554699897766113,-0.3815000057220459,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.147006104960751e+18,129,1,3520.154541015625,4.710299968719482,0.13979999721050262,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.2186310368768486e+18,130,1,3542.211181640625,4.881899833679199,-0.364300012588501,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.455511562914768e+18,131,1,5371.22314453125,4.509900093078613,-0.20229999721050262,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.562232738486922e+18,132,1,5767.09033203125,3.7123000621795654,-0.0034000000450760126,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.9690260818397542e+17,133,1,4963.37353515625,4.42710018157959,-0.9017999768257141,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.3679170920211305e+18,134,1,5159.40673828125,4.405300140380859,-0.054499998688697815,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.1943876844696538e+18,135,1,6290.2705078125,4.113100051879883,-0.24560000002384186,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.2092561053359703e+18,136,1,5805.83251953125,3.8468000888824463,-0.3474000096321106,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.4764208351255286e+18,137,1,8893.1123046875,3.392199993133545,0.07540000230073929,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.634056697700004e+17,138,1,3709.83447265625,4.396200180053711,-0.37389999628067017,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.752849946818729e+18,139,1,6095.85205078125,4.302000045776367,-0.608299970626831,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.8452536599319624e+18,140,1,3619.0927734375,4.750100135803223,-0.6335999965667725,0.0,name 'generate_ispec_spectrum_from_params' is not defined
5.897319607303314e+17,141,1,4670.72705078125,4.536200046539307,-1.9743000268936157,0.0,name 'generate_ispec_spectrum_from_params' is not defined
7.07325798768593e+17,142,1,5955.34765625,4.218299865722656,-0.6161999702453613,0.0,name 'generate_ispec_spectrum_from_params' is not defined
8.985914470580878e+17,143,1,5792.1435546875,4.6620001792907715,-0.817799985408783,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.2191116965797345e+18,144,1,4424.966796875,4.701600074768066,-0.5346999764442444,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.3307709850295498e+18,145,1,5209.33837890625,4.481800079345703,-0.5109000205993652,0.0,name 'generate_ispec_spectrum_from_params' is not defined
6.908051997620276e+18,146,1,5091.51123046875,4.526100158691406,0.1339000016450882,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.3962824948564897e+18,147,1,3734.990234375,4.681399822235107,-0.16140000522136688,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.5643653914466207e+18,148,1,5753.9853515625,4.107800006866455,-0.27410000562667847,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.5856999371145748e+18,149,1,4653.4560546875,4.297900199890137,-0.20600000023841858,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.772276782490444e+18,150,1,5005.1171875,2.965399980545044,-0.13750000298023224,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.0115114817026734e+18,151,1,3774.751220703125,0.4083000123500824,-0.7595999836921692,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.7981260603423603e+18,152,1,4827.59521484375,4.539000034332275,0.03099999949336052,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.7989080422291927e+18,153,1,5418.2919921875,4.448400020599365,0.09889999777078629,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.2137739829161687e+18,154,1,5165.71533203125,4.4421000480651855,-0.10109999775886536,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.229523062541127e+18,155,1,5852.80126953125,4.502900123596191,-0.8562999963760376,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.524923246645864e+18,156,1,5039.73095703125,4.745999813079834,-1.2558000087738037,0.0,name 'generate_ispec_spectrum_from_params' is not defined
