test_index,source_id,gaia_teff,gaia_logg,gaia_mh,real_teff,real_logg,real_mh,pred_teff,pred_logg,pred_mh,delta_teff,delta_logg,delta_mh
63,152047619011614592,5181.03173828125,4.667799949645996,-0.8967000246047974,5289.271387623633,4.674996176697968,-0.9054043392010226,5270.078696945225,4.760656330846511,-0.9984143449553092,-19.192690678408326,0.08566015414854267,-0.09301000575428664
3594,1297820202093665792,5753.4296875,4.678800106048584,-1.1166000366210938,5762.208458989909,4.675309985432283,-1.1256344004551762,5754.083326500618,4.679052247619764,-1.1156942217399057,-8.12513248929099,0.0037422621874814155,0.00994017871527042
1248,580515167071431424,6104.623046875,4.6595001220703125,-1.1586999893188477,6105.328300050835,4.659957074362147,-1.1582805111819838,6104.623046875,4.6595001220703125,-1.1586999893188477,-0.7052531758354235,-0.00045695229183451147,-0.00041947813686382673
3984,1548356295989132032,6033.6689453125,4.165500164031982,-0.6890000104904175,6034.768223837901,4.165739743566902,-0.6886871283371517,6039.725981006675,4.166114795937784,-0.696386202384324,4.957757168774151,0.0003750523708827558,-0.007699074047172294
1597,147920842634097664,6010.37158203125,4.269700050354004,-0.6194000244140625,6054.532025545947,4.36156832634854,-0.8921688840718809,6034.583379579817,4.3660023219525455,-0.91114818817075,-19.948645966130243,0.004433995604005148,-0.018979304098869165
3654,2545523143770922240,4315.8447265625,4.4496002197265625,-0.17170000076293945,4460.526705274738,4.950127647274021,-1.2961546361149223,4340.170940856298,5.0,-1.8353846411585304,-120.35576441843932,0.049872352725978786,-0.5392300050436081
1802,150379556792593792,6122.2158203125,4.4191999435424805,-1.0374000072479248,6161.435015134707,4.485223639357026,-1.006656410309903,6152.371899578481,4.462674005426892,-1.0056740954537944,-9.063115556225966,-0.02254963393013476,0.000982314856108557
2783,2544132987412032384,4298.4677734375,4.50439977645874,-0.01080000028014183,4000.268200635473,5.0,-2.5428330175971525,4509.954235036104,5.0,-1.5039445974181767,509.68603440063134,0.0,1.0388884201789759
2621,2535967533027855104,4000.87939453125,4.6768999099731445,-0.09130000323057175,3939.1051960886175,5.0,-1.822875301673017,4355.411799364139,5.0,-1.1129856067814328,416.30660327552187,0.0,0.7098896948915843
4015,1667279920324171008,6388.3359375,4.172500133514404,-1.5169999599456787,6452.734837044191,4.17155536438703,-1.532721075642223,6413.797621148021,4.183935700034408,-1.5295766412253895,-38.93721589617053,0.012380335647378615,0.0031444344168334304
3313,2678007938366967936,5280.75,4.644800186157227,-0.8652999997138977,5345.88019497187,4.665745953701418,-0.8128681086627682,5547.6114752136145,4.614073385063625,-0.8045626796936671,201.73128024174457,-0.05167256863779279,0.008305428969101025
460,175932688060588544,7177.5322265625,4.118800163269043,-0.18880000710487366,7197.176873419676,4.1747858338878325,-0.1681866419375389,7194.827365026613,4.176047482439791,-0.1706332121545918,-2.3495083930629335,0.0012616485519583165,-0.0024465702170528847
2535,1396576511137730432,6059.21826171875,4.450300216674805,-1.4852999448776245,6059.21826171875,4.450300216674805,-1.4852999448776243,6059.21826171875,4.450300216674805,-1.4852999448776245,0.0,0.0,-2.220446049250313e-16
2179,902969152603806720,5572.12744140625,4.730500221252441,-1.5885000228881836,5711.070136803863,4.735609335794913,-1.7318332799686775,5572.12744140625,4.730500221252441,-1.5885000228881836,-138.94269539761262,-0.005109114542471538,0.14333325708049394
2570,920409502964685184,7427.52099609375,4.301199913024902,-0.46309998631477356,7466.884977113371,4.311422896439204,-0.4568792063642002,7569.292675317562,4.334609737565741,-0.4519622877620879,102.40769820419064,0.02318684112653724,0.004916918602112297
1406,882419653941851392,6332.20068359375,4.48769998550415,-1.4936000108718872,6337.661406840746,4.4946700551981404,-1.6773352751255752,6337.118814184434,4.4940521893901675,-1.637782451890302,-0.5425926563120811,-0.0006178658079729615,0.039552823235273316
3809,1380098065948816512,6147.5693359375,4.186800003051758,-1.2110999822616577,6147.5693359375,4.186800003051758,-1.2110999822616575,6147.5693359375,4.186800003051758,-1.2110999822616577,0.0,0.0,-2.220446049250313e-16
558,2543263582953101952,5027.0478515625,4.422100067138672,-0.6317999958992004,5315.643927672455,4.929393471809085,-0.7736613641274842,5168.159670453476,4.594544398193506,-0.9066276505198468,-147.4842572189791,-0.3348490736155796,-0.13296628639236263
97,1545808280873854208,6543.10986328125,4.582399845123291,-3.5720999240875244,6545.394113978439,4.584429383076187,-3.271857282282621,6614.589208782136,4.630402040464463,-2.019730845567069,69.19509480369652,0.04597265738827616,1.2521264367155522
1531,1155697329086284672,5737.580078125,4.57889986038208,-1.1052000522613525,5836.809171946802,4.630528005762396,-1.0870745726788351,5864.561846390406,4.611058229278314,-1.1049930404684603,27.75267444360361,-0.019469776484081436,-0.017918467789625137
937,2688074310916444160,5558.53466796875,4.559000015258789,-0.8634999990463257,5592.209124717927,4.572418566329005,-0.8348792759365702,5586.527268097976,4.570526803302956,-0.8433130994949241,-5.68185661995085,-0.001891763026049098,-0.00843382355835387
1849,2549349379812093056,5736.20361328125,4.640100002288818,-0.6378999948501587,5737.4871713246985,4.641647487818479,-0.6384979045099567,5737.523366966821,4.6411464121334625,-0.6385394689912476,0.0361956421229479,-0.0005010756850163389,-4.1564481290889965e-05
501,2507244196206064768,4177.60009765625,4.602200031280518,0.0010999999940395355,4107.042133981595,5.0,-1.4135041185316617,4143.810331126758,5.0,-1.6116779982265506,36.76819714516296,0.0,-0.19817387969488887
